bangumiTitle	aliasJp	aliasSearch
干物妹！小埋	干物妹!うまるちゃん	干物妹小埋,小埋,干物妹!うまるちゃん
黑塔利亚 The World Twinkle 第6期	ヘタリア The World Twinkle	黑塔利亚,HETALIA,ヘタリア,APH
Classroom☆Crisis	Classroom☆Crisis	クラスルーム☆クライシス,教室☆危机,教室危机
空战魔导士候补生的教官	空戦魔導士候補生の教官	空战魔导士候补生的教官,空戦魔導士候補生の教官
六花的勇者	六花の勇者	六花的勇者,六花の勇者
乱步奇谭 Game of Laplace	乱歩奇譚 Game of Laplace	乱歩奇譚 GAME OF LAPLACE,乱步奇谭
迷糊餐厅 WORKING!!!	WORKING!!!	WORKING!!! (第3期)
那就是声优！	それが声優！	那就是声优！,それが声優！
青春×机关枪	青春×機関銃	青春×机关枪,青春×機関銃,青春机关枪,BrainsBase
若叶女孩		若葉女孩,わかば＊ガール,若叶少女
噬神者	ゴッドイーター	噬神者,GE,GOD EATER ,ゴッドイーター
学园孤岛	がっこうぐらし!	学园孤岛,がっこうぐらし!
洲崎西 THE ANIMATION	洲崎西 THE ANIMATION	洲崎西,洲崎西 THE ANIMATION
偶像大师 灰姑娘女孩 第2期	アイドルマスター シンデレラガールズ 2ndシーズン	アイドルマスター シンデレラガールズ,偶像大师灰姑娘女孩
无头骑士异闻录 x2 转	デュラララ!!×2 転,	无头骑士异闻录,デュラララ,无头骑士异闻录 x2 转
英雄别闹		HEROESDON’T BIBI
东京教父	東京ゴッドファーザーズ	TOKYO GODFATHERS,东京ゴッドファーザーズ,东
新网球王子 OVA 对战Genius10	新テニスの王子様 OVA vs Genius10	テニスの王子様,新网球王子
VENUS PROJECT -CLIMAX-	ヴィーナスプロジェクト	VENUS PROJECT,维纳斯计划
我老婆是学生会长！	おくさまが生徒会長!	おくさまが生徒会長！
GANGSTA.	GANGSTA.	GANGSTA,黑街,GANGSTA黑街
和歌子酒 动画	ワカコ酒	
龙珠超		龙珠SUPER
网球并不可笑嘛 第五季	てーきゅう 5期	网球少女 第五季,女高网球部 第五季,てーきゅう 5期
怪兽酒场干杯！	怪獣酒場カンパーイ！	怪兽酒场干杯
比基尼勇士	BIKINI WARRIORS	比基尼勇士,ビキニ・ウォリアーズ,BIKINI WARRIORS
枕男子	枕男子	
魔物娘的同居日常（台港澳）		モンスター娘のいる日常,魔物娘的同居日常
群居姐妹	だんちがい	だんちがい
兔宝的悲惨日常 梦幻篇	うーさーのその日暮らし 夢幻編	兔宝的悲惨日常 梦幻篇,兔宝的悲惨日常 梦幻篇（第三季）
黑白小姐 第一季	ミス・モノクローム -The Animation-	ミス・モノクローム
黑白小姐 第二季	ミス・モノクローム -The Animation- 2	ミス・モノクローム 第2期
Gate 奇幻异世界		Gate 奇幻异世界,彼の地にて、斯く戦えり
潮与虎		うしおととら
監獄學園（台港澳）		監獄学園プリズンスクール,监狱学园,監獄学園
茄子·安达卢西亚之夏		NASU SUMMER,茄子 アンダルシアの夏
魔物娘的相伴日常	モンスター娘のいる日常	
绅士学园		绅士学园
纯情罗曼史3	純情ロマンチカ3	
純情羅曼史 第3季（台港澳）		純情羅曼史 第3季
疯狂时代		
端脑		
雏蜂 中文版		
游戏王 重制版 决斗者王国篇		20周年的重制版,游戏王DM
游戏王 重制版 战斗都市篇		20周年的重制版,游戏王DM
Robot Girls Z 第一季		
Robot Girls Z PLUS（第二季）		
未来卡 搭档对战 100（第二季） 第一期		フューチャーカード バディファイト100
混沌白书		
择天记 正片		
择天记 Q版小剧场		
口水三国		糖水三国
虫师 续章 铃之雫	蟲師 特別編 鈴の雫	むしし,MUSHISHI
我叫白小飞		我叫白小飞
We Bare Bears 咱们裸熊 第一季		WE BARE BEARS,咱们裸熊
瑞克和莫蒂 第一季	Rick and Morty Season 1	
瑞克和莫蒂		
怪化猫	モノノ怪	怪化猫,モノノ怪,MONONOKE
CLANNAD 另一个世界 智代篇	CLANNAD もうひとつの世界 智代編	
绝对防卫利维坦	絶対防衛レヴィアタン	绝对防卫利维坦,絶対防衛レヴィアタン
雏蜂 日语版		
植木的法则	うえきの法則	うえきの法则  LAW OF UEKI,植木的法则
我的妹妹不可能那么可爱 第一季	俺の妹がこんなに可愛いわけがない	俺妹,俺の妹がこんなに可爱いわけがない,我的妹妹哪有这么可爱
我的妹妹不可能那么可爱 第二季	俺の妹がこんなに可愛いわけがない。	俺妹,俺の妹がこんなに可爱いわけがない,我的妹妹哪有这么可爱
星球流浪记	無人惑星サヴァイヴ	無人惑星サヴァイヴ,星球流浪记
飞跃巅峰 第一季		GUNBUSTER,飞越巅峰,トップをねらえ!,钢巴斯塔,AIM FOR THE TOP GUNBUSTER
回忆三部曲 Memories		メモリーズ
飞跃巅峰 第二季		GUNBUSTER,飞越巅峰,トップをねらえ!,钢巴斯塔,AIM FOR THE TOP GUNBUSTER
比基尼勇士（台港澳）		
我女友与青梅竹马的惨烈修罗场	俺の彼女と幼なじみが修羅場すぎる	我的后宫修罗场,俺修罗,我修罗,夹在我女友和青梅竹马之间的各种修罗场
小马宝莉 第一季	My Little Pony: Friendship Is Magic (Season 1)	彩虹小马,萌马,我的小马驹,彩虹小马：友谊是魔法,我的小马驹：友谊的魔力,小马宝莉：友谊的魔力,MLP,MY LITTLE PONY,FRIENDSHIP IS MAGIC,G4,MLP:FIM
小马宝莉 第二季	My Little Pony: Friendship Is Magic : S2	彩虹小马,萌马,我的小马驹,彩虹小马：友谊是魔法,我的小马驹：友谊的魔力,小马宝莉：友谊的魔力,MLP,MY LITTLE PONY,FRIENDSHIP IS MAGIC,G4,MLP:FIM
小马宝莉 第三季	My Little Pony: Friendship Is Magic S3	彩虹小马,萌马,我的小马驹,彩虹小马：友谊是魔法,我的小马驹：友谊的魔力,小马宝莉：友谊的魔力,MLP,MY LITTLE PONY,FRIENDSHIP IS MAGIC,G4,MLP:FIM
小马宝莉 第四季	My Little Pony: Friendship Is Magic : S4	彩虹小马,萌马,我的小马驹,彩虹小马：友谊是魔法,我的小马驹：友谊的魔力,小马宝莉：友谊的魔力,MLP,MY LITTLE PONY,FRIENDSHIP IS MAGIC,G4,MLP:FIM
小马宝莉 第五季	My Little Pony: Friendship Is Magic : S5	彩虹小马,萌马,我的小马驹,彩虹小马：友谊是魔法,我的小马驹：友谊的魔力,小马宝莉：友谊的魔力,MLP,MY LITTLE PONY,FRIENDSHIP IS MAGIC,G4,MLP:FIM
我的脑内选项正在全力妨碍学园恋爱喜剧	俺の脳内選択肢が、学園ラブコメを全力で邪魔している	我的脑内恋碍选项,俺の脳内選択肢
东之伊甸	東のエデン	東のエデン,Eden of the East,东のエデン
东之伊甸 剧场版	東のエデン 劇場版	東のエデン,Eden of the East,东のエデン,东之伊甸 剧场版 失乐园,东之伊甸 剧场版 伊甸之王
境界线上的地平线  第一季	境界線上のホライゾン	境界线上のホライゾン
境界线上的地平线  第二季	境界線上のホライゾンII	境界线上のホライゾン
轮回的拉格朗日 第一季		轮廻のラグランジェ-轮回的lagrange,轮廻のラグランジェ,轮回的LAGRANGE
轮回的拉格朗日 第二季		轮廻のラグランジェ-轮回的lagrange,轮廻のラグランジェ,轮回的LAGRANGE
男子高中生的日常	男子高校生の日常	男子高校生的日常,男子高校生の日常,男子高中生の日常,男高
男子高中生的日常 SP	男子高校生の日常 特典映像	男子高校生的日常,男子高校生の日常,男子高中生の日常
萝球社！	ロウきゅーぶ！	ロウきゅーぶ!,萝球社SS,萝球社
萝球社！SS	ロウきゅーぶ！SS	ロウきゅーぶ！SS,萝球社！SS
偶像大师	THE iDOLM@STER	IDOLM@STER,IDOLMASTER,偶像大师
偶像大师 剧场版 向着光辉的彼岸！	THE IDOLM@STER MOVIE 輝きの向こう側へ！	IDOLM@STER,IDOLMASTER,偶像大师 剧场版 向着光辉的彼岸
穿越时空的少女	時をかける少女	跳跃吧！时空少女,我在未来等你,時をかける少女
秒速五厘米	秒速5センチメートル	秒速5厘米,秒速5センチメートル
双面骑士		CHEVALIER,女装骑士
我叫MT 第一季		哀木涕,I\\'M MT
我叫MT 第二季		哀木涕,I\\'M MT
我叫MT 第三季		哀木涕,I\\'M MT
我叫MT 第四季		哀木涕,I\\'M MT
我叫MT 第五季		哀木涕,I\\'M MT
我叫MT 第六季		哀木涕,I\\'M MT
野良耳		のらみみ
超级肥皂		SUPER SOAP
银河机攻队MAJESTIC PRINCE		银河机攻战队,银河机攻队,銀河機攻隊マジェスティックプリンス,银河机攻战队MAJESTIC PRINCE
战斗妖精雪风	戦闘妖精雪風	戦闘妖精雪風
圣母在上 ~春~	マリア様がみてる 〜春〜	圣母在上,マリア様がみてる,玛莉亚的凝望
圣母在上 第三季	マリア様がみてる 3rdシーズン	圣母在上,マリア様がみてる,玛莉亚的凝望
圣母在上 第四季	マリア様がみてる 4thシーズン	圣母在上,マリア様がみてる,玛莉亚的凝望
黑塔利亚 Axis Powers	ヘタリア Axis Powers	黑塔利亚,HETALIA,ヘタリア,APH
丙级超人快递侠		
山口山战记 草裙娃娃		我叫MT 第7季
黑塔利亚 World Series 第3期	ヘタリア World Series 第3期	HETALIA,APH
黑塔利亚 The Beautiful World 第5期	ヘタリア The Beautiful World	黑塔利亚,HETALIA,ヘタリア,APH
有你的小镇	君のいる町	君のいる町,小镇有你
女神异闻录4	ペルソナ4	ペルソナ4,PERSONA4,P4,女神异闻录4
DIABOLIK LOVERS MORE,BLOOD		魔鬼恋人第二季,魔鬼爱人 第二季,魔鬼恋人 MORE，BLOOD,DIABOLIK LOVERS MORE，BLOOD,魔鬼恋人 MORE BLOOD,DIABOLIK LOVERS MORE BLO
枪与假面舞会	ランス・アンド・マスクス	枪与假面舞会,LANCEN MASQUES,ランス・アンド・マスクス
青年黑杰克	ヤング ブラック・ジャック	青年黑杰克,ヤング ブラック・ジャック
骇客娃娃	ハッカドール THE・あにめ～しょん	骇客娃娃,ハッカドール THE・あにめ～しょん,HACKA DOLL
学战都市Asterisk	学戦都市アスタリスク	学战都市Asterisk,学戦都市アスタリスク,学战都市 六芒星
对魔导学园35试验小队	対魔導学園35試験小隊	对魔导学园35试验小队,対魔導学園35試験小隊,AntiMagic Academy 35th Test Platoon
K RETURN OF KINGS	K RETURN OF KINGS	K 回归的王权者,K 第二季,K RETURN OF KINGS
全部成为F -THE PERFECT INSIDER-	すべてがFになる THE PERFECT INSIDER	全部成为F,すべてがFになる
温泉幼精箱根酱	温泉幼精ハコネちゃん	温泉幼精ハコネちゃん,温泉幼精小箱根
我被绑架到贵族女校当庶民样本	俺がお嬢様学校に「庶民サンプル」としてゲッツされた件	庶民标本,庶民样本,关于我被绑架到大小姐学校当庶民样本,俺がお嬢様学校に「庶民サンプル」としてゲッツ♥された件,关于我被绑架到大小姐学校当庶民样本这件事,关于我被绑架到大小姐学校当「庶民样本」这件事
野良神 ARAGOTO	ノラガミ ARAGOTO	野良神,野良神 第二季,ノラガミ ARAGOTO
不思议美眉	不思議なソメラちゃん	不思議なソメラちゃん,不思议美眉
高校星歌剧	スタミュ	高校星歌剧,ハイスクールスター・ミュージカル,スタミュ
侦探小队KZ事件簿	探偵チームKZ事件ノート	探偵チームKZ事件ノート
重装武器	ヘヴィーオブジェクト	重装武器,HEAVY OBJECT,ヘヴィーオブジェクト
Concrete Revolutio 超人幻想 第一季	コンクリート・レボルティオ～超人幻想～	コンクリート・レボルティオ～超人幻想～, Concrete Revolutio 超人幻想,CONCRETEREVOLUTIO 超人幻想
樱子小姐的脚下埋着尸体	櫻子さんの足下には死体が埋まっている	樱子小姐的脚下埋着尸体,櫻子さんの足下には死体が埋まっている,樱子小姐
落第骑士英雄谭		落第骑士,落第騎士の英雄譚
小森同学拒绝不了！	小森さんは断れない！	小森さんは断れない！,小森同学拒绝不了！
彗星路西法	コメット・ルシファー	彗星路西法,コメット・ルシファー,Comet Lucifer
Dance with Devils	Dance with Devils	与魔共舞,BrainsBase
终物语	終物語	终物语,終物語
终结的炽天使 名古屋决战篇	終わりのセラフ 名古屋決戦編	终结的炽天使,終わりのセラフ,名古屋决战篇
传颂之物 虚伪的假面	うたわれるもの 偽りの仮面	传颂之物,うたわれるもの,传颂之物 虚伪的假面
请问您今天要来点兔子吗？？	ご注文はうさぎですか？？	ご注文はうさぎですか？？,请问您今天要来点兔子吗？？,点兔,点兔 第二季
雨色可可 欢迎来到RAINY COLOR！	雨色ココア Rainy colorへようこそ！	雨色可可,雨色ココア,雨色可可 欢迎来到RAINY COLOR！,雨色可可 第二季
绯弹的亚里亚 AA	緋弾のアリアAA	緋弾のアリアAA
动画锻炼！EX	あにトレ！EX	动画锻炼！EX,あにトレ！EX
女高中生给你做饭了！	JKめし！	JKめし！,女高中生给你做饭了！
我们这一家 新篇		新あたしンち
牙狼 -红莲之月-	牙狼 -紅蓮ノ月-	牙狼 红莲之月,牙狼 -紅蓮ノ月-,牙狼
双面骑士	シュヴァリエ 〜Le Chevalier D'Eon〜	女装骑士
I"s Pure		NULL
狗与剪刀的正确用法	犬とハサミは使いよう	犬とハサミは使いよう,狗与剪刀的正确使用方法,狗和剪刀要並用,狗与剪刀必有用
无家可归的小孩	家なき子レミ	
NINETEEN 19 1990		NULL
黑白小姐 第三季	ミス・モノクローム -The Animation- 3	ミス・モノクローム
网球并不可笑嘛 第六季	てーきゅう 6期	女高网球部 第六季,てーきゅう 6期,网球并不可笑嘛 第六季
K MISSING KINGS	K MISSING KINGS	K,K 剧场版,K MISSING KINGS
家有穆珂	いとしのムーコ	家有穆珂,LOVELY MUCO!,いとしのムーコ,可爱的穆珂
KOWABON	こわぼん	KOWABON,こわぼん
不可思议星球的双胞胎公主 第二季 		神秘星球孪生公主,不可思议星球的孪生公主,双子星公主
怪医黑杰克 OVA1		ブラック・ジャック,BLACK JACK
蝙蝠侠新冒险全二季		NULL
玉响～毕业写真～	たまゆら～卒業写真～	たまゆらじお,玉响,毕业照片,OVA
美国老爹		NULL
被狙击的学园	ねらわれた学園	
昆虫小精灵		NULL
凉宫春日的消失	涼宮ハルヒの消失	凉宫ハルヒの忧郁,すずみやハルヒのゆううつ
小魔女学园 魔法游行		LITTLEWITCHACADEMIA,リトル ウィッチ アカデミア
传颂之物 OVA	うたわれるもの OVA	うたわれるもの,受讚頌者,UTAWARERUMONO
一周的朋友。SP		一週間フレンズ。,一周的朋友,
魔兽战线		NULL
鬼神传		NULL
阳光中的青时雨		NULL
彗星公主	Cosmic Baton Girl コメットさん☆	彗星公主,音乐小彗星,コメットさん☆
赌博默示录  【国语】	逆境無頼カイジ Ultimate Survivor	赌博默示录,赌博破戒录,赌博堕天录,逆境无赖开司
逆境无赖开司 第二季【国语】		赌博默示录,赌博破戒录,赌博堕天录,逆境无赖开司
花田少年史	花田少年史	花田少年史,The History of Hanada Ic
妄想学生会＊ OVA	生徒会役員共＊ OVA	妄想学生会,黄段子学生会,SYD,生徒会役員共
暗黑之猫 Dark Cat		NULL
笨笨森林日志		NULL
开心汉堡店 第一季		NULL
开心汉堡店 第二季		NULL
开心汉堡店 第四季		NULL
开心汉堡店 第五季		NULL
鲁邦三世 次元大介的墓碑		ルパン三世,LUPIN THE THIRD,雷朋三世
滑头鬼之孙 第一季【国语】	ぬらりひょんの孫	滑头鬼
滑头鬼之孙 第二季【国语】	ぬらりひょんの孫～千年魔京～	滑头鬼,ぬらりひょんの孫～千年魔京～
恋爱☆迁都 COI☆SENTO		NULL
米老鼠的黑白动画片生涯		NULL
忍者神龟 第三季		TMNT
Fate/stay night [Unlimited Blade Works] 特典	Fate/stay night [Unlimited Blade Works] 特典映像「sunny day」	UBW,FSN/UBW,UNLIMITED BLADE WORKS,无限剑制
境界的彼方 -I'LL BE HERE- 未来篇	境界の彼方 -I'LL BE HERE- 未来篇	境界の彼方
女神异闻录3 剧场版 #1 Spring of Birth	PERSONA3 THE MOVIE #1 Spring of Birth	女神异闻录3,PERSONA3,女神异闻录3 剧场版, ペルソナ3
时间支配者		
影鳄	影鰐-KAGEWANI-	影鳄,KAGEWANI,影鰐-KAGEWANI-
浪漫追星社		宙のまにまに
浪漫追星社		宙のまにまに
翼·年代记 鸟笼国的公主	劇場版ツバサ・クロニクル 鳥カゴの国の姫君	ツバサ,TSUBASA翼,TSUBASA,翼年代记,鸟笼国的公主
翼·年代记 东京默示录	ツバサ TOKYO REVELATIONS	ツバサ,TSUBASA翼,TSUBASA,翼年代记
翼·年代记 春雷记	ツバサ 春雷記	ツバサ,TSUBASA翼,TSUBASA,翼年代记, 春雷记
邻座的怪同学		
无口的森田小姐 OVA		森田さんは无口
地球少女		NULL
魔法科高校的劣等生 简单易懂的魔法科！	よく わかる魔法科!	魔法科高校的劣等生,魔劣,简单易懂的魔法科
圣诞之吻 SP	アマガミSS	アマガミ,圣诞之吻SS,圣诞之吻SS＋PLUS,甜蜜吻痕
闪乱神乐	閃乱カグラ	闪乱神乐,閃亂神樂
Peeping Life		尿意人生
变形金刚大电影		NULL
猫眼三姐妹	キャッツ・アイ	猫眼三姐妹,キャッツアイ
七海小英雄		NULL
龙珠Z		NULL
奥祖玛		NULL
英雄传说 空之轨迹	英雄伝説 空の軌跡 THE ANIMATION	英雄传说,空之轨迹,空の軌跡
初音岛 T.P.樱	T.P.さくら	D.C,D.C.～ダ・カーポ～,T.P.樱,时间控制者
火球		FIREBALL
TO HEART 第二季		
TO HEART 第二季OVA		
少女与战车  SP	ガールズ&amp;パンツァー これが本当のアンツィオ戦です!	天才战车少女,天才坦克少女,ガールズ&パンツァー,GIRLS UND PANZER
紫式部 源氏物语	紫式部 源氏物語	源氏物语,紫式部 源氏物语,Genji Monogatari
RWBY 第三季	RWBY Volume 3	RWBY系列,Ruby Weiss Blake Yang
RWBY Volume2 1080P	RWBY Volume 2	RWBY系列,Ruby Weiss Blake Yang
小马宝莉 小马国女孩		彩虹小马,萌马,我的小马驹,彩虹小马：友谊是魔法,我的小马驹：友谊的魔力,小马宝莉：友谊的魔力,MLP,MY LITTLE PONY,FRIENDSHIP IS MAGIC,G4,MLP:FIM
学生会的一己之见 OVA		生徒会の一存,碧阳学园生徒会议事录,学生会的一存,碧阳学园学生会议事录
心之国爱丽丝 剧场版	劇場版 ハートの国のアリス～Wonderful Wonder World～	
四娘物语	よつのは	四娘物语よつのは,よつのは
CENCOROLL	センコロール	CENCOROLL,千子
星际迷航		NULL
帝都物语		NULL
TRUE TEARS	true tears	真实之泪,TRUE TEARS
交响诗篇 AO【国语】		交響詩篇エウレカセブン,エウレカセブンAO
狼雨	WOLF'S RAIN	狼雨,WOLF'S RAIN,ウルフズレイン
食梦者 【国语】	バクマン。	バクマン,BAKUMAN,食梦者
食梦者。2	バクマン。2	バクマン,BAKUMAN
食梦者。3【国语】	バクマン。3	バクマン,BAKUMAN
侦探歌剧 少女福尔摩斯 OVA	探偵オペラ ミルキィホームズ  OVA	探侦オペラ,　 ミルキィホームズ,侦探歌剧：少女福尔摩斯,侦探歌剧,MILKY HOLMES,探偵オペラ ミルキィホームズ
狼的孩子雨和雪	おおかみこどもの雨と雪	おおかみこどもの雨と雪,狼的孩子雨和雪
疯味英雄 		
花开伊吕波 Home Sweet Home	花咲くいろは HOME SWEET HOME	花开物语,花咲くいろは
打工吧！魔王大人	はたらく魔王さま!	はたらく魔王さま！,打工吧 魔王大人,はたらく魔王さま!
.HACK//Quantum		NULL
水晶国传说		NULL
飞轮少年 黑翼与沉睡森林 -Break on the sky-	エア·ギア 黒の羽と眠りの森	飞轮少年
宝贝公主	Baby Princess 3Dぱらだいす0	宝贝公主
潜行吧！奈亚子F	這いよれ! ニャル子さんF	這いよる! ニャルアニ！,潜行吧！奈亚子F
我的女神 第一季【国语】		我的女神,ああっ女神さまっ,幸运女神,幸運女神
日常工作 剧场版		REGULAR SHOW
妖魔	妖魔	
布雷斯塔警长		NULL
地狱一家客		NULL
魔女的考验		NULL
拽妹黛薇儿 第一季		NULL
拽妹黛薇儿 第二季		NULL
拽妹黛薇儿 第三季		NULL
拽妹黛薇儿 第四季		NULL
蜜桃女孩		NULL
ADVENTURE TIME 第七季		探险时间,探险活宝,探险时光
长歌行		
那年那兔那些事儿 第二季		那年那兔那些事儿
高地人：复仇之旅		NULL
应避忌之狼		NULL
浜虎SD（迷你浜虎）	ミニはま -MINIMUM HAMATORA-	浜虎,HAMATORA,ハマトラ,迷你浜虎,ミニはま
BLACK CAT	BLACK CAT	BLACK CAT,黑猫
格林童话剧场		NULL
佛兰德斯的狗		NULL
闯闯闯！我是闯堂兔！		SDFEA
特别的她	フリクリ	FLCL,特别的她,フリクリ,First Love Cyber Love
如果高中棒球社女经理读过杜拉克的《管理学》的话	もし高校野球の女子マネージャーがドラッカーの『マネジメント』を読んだら	如果杜拉,もしドラ,如果高中棒球社女经理读过杜拉克的管理学
恐怖！僵尸猫	きょーふ！ゾンビ猫	恐怖!ゾンビ猫,恐怖！僵尸猫
京四郎和永远的天空	京四郎と永遠の空	京四郎和永远的天空,京四郎と永遠の空
绯弹的亚里亚	緋弾のアリア	绯弹的亚莉亚,绯弾のアリア
君吻Pure Rouge	キミキス pure rouge	君吻Pure Rouge,キミキス pure rouge
海豚便利店		NULL
英国恋物语艾玛	英國戀物語エマ	英国恋物语艾玛,英國戀物語エマ
英国恋物语艾玛 第二幕	英國戀物語エマ 第二幕	英国恋物语艾玛 第二幕,エマ
消防员山姆		NULL
GA 艺术科美术设计班 OVA	GA 芸術科アートデザインクラス OVA	
星际牛仔 天国之扉	カウボーイビバップ 天国の扉	COWBOY BEBOP
希曼的新冒险		NULL
拽妹黛薇儿 剧场版		NULL
星空奇迹	星空キセキ	星空奇迹,星空キセキ
画江湖之 灵主		画江湖,灵主,画江湖之灵主
画江湖之 不良人		画江湖
银河铁道之夜	銀河鉄道の夜	银河铁道之夜,銀河鉄道の夜
从前有座灵剑山	霊剣山 星屑たちの宴	从前有座灵剑山
凹凸世界		NULL
贤治之春		NULL
莎拉公主	小公女セイラ	莎拉公主,小公主莎拉
FLAG		NULL
CROSSANGE 天使与龙的轮舞	クロスアンジュ 天使と竜の輪舞	クロスアンジュ
哥普拉		NULL
星星公主		骸なる星・珠たる子 なるたる,なるたる,星星少女
银河铁道之夜 2006		NULL
游☆戏☆王 Duel Monsters	遊☆戯☆王 デュエルモンスターズ	游戏王,YU-GI-OH!,遊戯王,游☆戏☆王,游戏王 DM,Duel Monsters,打牌王
土方岁三 白之轨迹		NULL
神枪少女 -IL TEATRINO- OVA	GUNSLINGER GIRL -IL TEATRINO OVA	神枪少女,枪姬,GUNSLINGER GIRL,ガンスリンガーガール
魔力女管家 第二季【FREEWIND】		まほろまてぃっく
Love Live!	ラブライブ!	明星学生妹,虚拟偶像组合,ラブライブ！,lovelive,ラブライブ! School idol project
早安恋味糕点店	Bonjour♪恋味パティスリー	BONJOUR恋味蛋糕店,BONJOUR♪恋味パティスリー,早安恋味蛋糕店
Love Live! 第二季	ラブライブ! 2期	SCHOOL IDOL PROJECT,ラブライブ！,lovelive
拂晓的尤娜	暁のヨナ	暁のヨナ
拖拉机司机		NULL
GJ部@	GJ部@	GJ部中等部
出云传奇		NULL
我的小行星		NULL
魔法少女莎琳娜		NULL
无敌超人赞波3		NULL
马男波杰克 第一季		Bojack Horseman,马男波杰克
马男波杰克2	Bojack Horseman Season 2	马男波杰克,Bojack Horseman Season2
阿莱蒂公主	アリーテ姫	阿莱蒂公主,アリーテ姫,Princess Arete
哥谭妹子 第一季		NULL
哥谭妹子 第二季		NULL
哥谭妹子 第三季		NULL
我要上太空		ふたつのスピカ,麦穗星之梦,两颗SPICA
梦幻之星online2	ファンタシースターオンライン2 ジ アニメーション	梦幻之星,梦幻之星online2,ファンタシースターオンライン2
石膏男孩	石膏ボーイズ	石膏男孩,石膏ボーイズ
无头骑士异闻录 x2 结	デュラララ!!×2 結	无头骑士异闻录,デュラララ,无头骑士异闻录 x2 结
魔法护士小麦R	ナースウィッチ小麦ちゃんＲ	魔法护士小麦R,ナースウィッチ小麦ちゃんＲ
亚人	亜人	亚人,亜人
苍之彼方的四重奏	蒼の彼方のフォーリズム	苍之彼方的四重奏,蒼の彼方のフォーリズム
赤发白雪姬 第二季	赤髪の白雪姫 第2クール	赤发白雪姬,赤髪の白雪姫,红发的白雪公主
红壳的潘多拉	紅殻のパンドラ	红壳的潘多拉,紅殻のパンドラ
黑之宣告	シュヴァルツェスマーケン	黑之宣告,シュヴァルツェスマーケン
房东妹子青春期！	大家さんは思春期！	房东妹子青春期,大家さんは思春期
少女们向荒野进发	少女たちは荒野を目指す	少女们向荒野进发,少女たちは荒野を目指す
粗点心战争	だがしかし	粗点心战争,だがしかし
魔法少女什么的已经够了啦。	魔法少女なんてもういいですから。	魔法少女什么的已经够了啦,魔法少女なんてもういいですから
舞武器舞乱伎	ブブキ·ブランキ	舞武器舞乱伎,ブブキ・ブランキ
简单易懂的现代魔法	よくわかる現代魔法	简单易懂的现代魔法,よくわかる現代魔法
天才宝贝		赤ちゃんと僕,宝贝和我
超地下偶像		NULL
最强机器人大王者		NULL
归宅部活动记录	帰宅部活動記録	帰宅部活動記録
恶搞之家 第一季		NULL
恶搞之家 第二季		NULL
恶搞之家 第三季		NULL
恶搞之家 第四季		NULL
恶搞之家 第五季		NULL
恶搞之家 第六季		NULL
恶搞之家 第七季		NULL
恶搞之家 第八季		NULL
恶搞之家 第九季		NULL
神不在的星期天	神さまのいない日曜日	神さまのいない日曜日,神不在的星期天
恶搞之家 第十季		NULL
仙乐传说		NULL
永井豪的Q版世界		NULL
蓝宝石之谜 剧场版		ふしぎの海のナディア,冒险少女娜汀亚,海底两万里,THE SECRET OF BLUE WATER,不可思议之海的娜汀亚
异邦人 无皇刃谭	ストレンヂア 無皇刃譚	异邦人 无皇刃谭,无皇刃谭,ストレンヂア 無皇刃譚
绿林寮	ここはグリーン・ウッド	绿林寮,ここはグリーン・ウッド
枪之国度	ガンフロンティア	枪之国度,ガンフロンティア
空中杀手	スカイ・クロラ The Sky Crawlers	空中杀手,The Sky Crawlers,スカイ・クロラ
见习神明 秘密的cocotama 	かみさまみならい ヒミツのここたま	见习神明 秘密的cocotama 
依巴拉度~时间篇	イバラード時間	
The Revelation	秘密 〜The Revelation〜	The Revelation,秘密 〜The Revelat
爱神巧克力		爱神巧克力ing
牙狼 -炎之刻印-	牙狼〈GARO〉-炎の刻印-	牙狼 炎之刻印,牙狼 -炎の刻印-,牙狼
大叔与棉花糖	おじさんとマシュマロ	大叔与棉花糖,おじさんとマシュマロ
地球变动之日	NULL	NULL
佩琳物语	NULL	小英的故事
时光诡域	NULL	NULL
日常工作 第七季	NULL	NULL
变形金刚2008	NULL	NULL
隐之王	隠の王	隠の王,隐之王
提亚拉之泪	ティアーズ・トゥ・ティアラ	提亚拉之泪,花冠之泪,ティアーズ・トゥ・ティアラ,TEARS TO TIARA
凉宫春日的消失【SOSG】	涼宮ハルヒの消失	涼宮ハルヒの消失
灵犬雪丽	NULL	NULL
搞姬日常	ひめゴト	搞姬日常,ひめゴト
RWBY 第一季【日语】	RWBY	RWBY,红白黑黄
变形金刚 三乘合体	NULL	变形金刚
圣哥传	NULL	NULL
火球	NULL	NULL
蛋黄酱萝莉	ぽてまよ	ぽてまよ,蛋黄酱萝莉
网球并不可笑嘛 第七季	てーきゅう 第7期	网球少女 ,网球并不可笑嘛 第七季,てーきゅう 第7期
SUSHI POLICE	SUSHI POLICE	SUSHI POLICE,寿司警察
矶部矶兵卫物语	磯部磯兵衛物語	矶部矶兵卫物语,磯部磯兵衛物語
英国一家 吃在正月	英国一家、正月を食べる	NULL
拉瓦拳星球	NULL	NULL
穿越宇宙的少女	宇宙をかける少女	宇宙をかける少女,穿越宇宙的少女
舞力四射	トライブクルクル	NULL
Little Busters!	リトルバスターズ！	リトルバスターズ！,Little Busters!
相聚一刻 TV版	NULL	NULL
